id	TYPE	gender	NAME	description	level	icon_id	part	is_up_to_up	power_require	gold	gem	head	body	leg
1728	27	3	Túi mù Halloween	VPSK	0	14284	-1	0	0	0	0	-1	-1	-1
1727	27	3	Pet Ma cầu mưa	VPSK	0	14282	-1	0	0	0	0	-1	-1	-1
1726	27	3	Kẹo mù Halloween	VPSK	0	11749	-1	0	0	0	0	-1	-1	-1
1725	27	3	Gói quà Halloween	VPSK	0	11739	-1	0	0	0	0	-1	-1	-1
1720	27	3	Hộp quà 20/10	VPSK	0	12762	-1	0	0	0	0	-1	-1	-1
1719	27	3	Hộp quà 20/10	VPSK	0	12762	-1	0	0	0	0	-1	-1	-1
1718	27	3	Thiệp chúc VIP	VPSK	0	11805	-1	0	0	0	0	-1	-1	-1
1717	27	3	Gia hạn mầm	Vật phẩm hổ trợ	0	5427	-1	0	0	0	0	-1	-1	-1
1714	27	3	Pet Giru	Đi cùng  Khủng Long Thơ Mộng: +15% Chí Mạng	0	14204	-1	0	0	0	0	-1	-1	-1
1712	27	3	Pet Rồng xương	VPSK	0	14258	-1	0	0	0	0	-1	-1	-1
1707	27	3	<Cập nhật phiên bản mới để xem>	<Cập nhật phiên bản mới để xem>	0	544	-1	0	0	0	0	-1	-1	-1
1703	27	3	Gia hạn mầm	Vật phẩm hổ trợ	0	5427	-1	0	0	0	0	-1	-1	-1
1701	27	3	Hộp bánh Trung Thu đặc biệt	Vật phẩm đua top	0	11717	-1	0	0	0	0	-1	-1	-1
1696	27	3	Hộp quà tháng 9 VIP	VPSK	0	11202	-1	0	0	0	0	-1	-1	-1
1695	27	3	Hộp quà tháng 9	VPSK	0	11006	-1	0	0	0	0	-1	-1	-1
1692	27	3	Bùa may mắn	VPSK	0	1407	-1	0	0	0	0	-1	-1	-1
1691	27	3	Bùa bình an	VPSK	0	1409	-1	0	0	0	0	-1	-1	-1
1690	27	3	Phiếu đổi Cápsule	Sưu tầm 99 phiếu để đổi Cápsule kích hoạt 1 món	0	13948	-1	0	0	0	0	-1	-1	-1
1686	27	3	Pet Thỏ Ú	VPSK	0	13953	-1	0	0	0	0	-1	-1	-1
1683	27	3	Pet Hải Ly Ong Vàng	VPSK	0	13878	-1	0	0	0	0	-1	-1	-1
1682	27	3	Pet Hải Ly	VPSK	0	13877	-1	0	0	0	0	-1	-1	-1
1671	27	3	Rương mùa hè	VPSK	0	12846	-1	0	0	0	0	-1	-1	-1
1668	27	3	Pet Capybara hồng	VPSK	0	13740	-1	0	0	0	0	-1	-1	-1
1666	27	3	Rađa dò vỏ Xên	VPSK	0	2758	-1	0	0	0	0	-1	-1	-1
1665	27	3	Túi đựng vỏ Xên bọ hung	VPSK	0	13748	-1	0	0	0	0	-1	-1	-1
1664	27	3	Vỏ Xên bọ hung	VPSK	0	13461	-1	0	0	0	0	-1	-1	-1
1656	27	3	Khoáng tái chế	VPSK	0	13633	-1	1	0	0	0	-1	-1	-1
1655	27	3	Cápsule Kích hoạt 1 món tự chọn	VPSK	0	9109	-1	1	0	0	0	-1	-1	-1
1654	27	3	Pet Cerberus	Chống lạnh cho sư phụ và đệ tử	0	13631	-1	0	0	0	0	-1	-1	-1
1653	27	3	Loa to liên vũ trụ	VPSK	0	13620	-1	0	0	0	0	-1	-1	-1
1652	27	3	Loa to thế giới	VPSK	0	13619	-1	0	0	0	0	-1	-1	-1
1651	27	3	Italy	VPSK	0	13537	-1	0	0	0	0	-1	-1	-1
1650	27	3	Switzerland	VPSK	0	13537	-1	0	0	0	0	-1	-1	-1
1649	27	3	Slovakia	VPSK	0	13537	-1	0	0	0	0	-1	-1	-1
1648	27	3	England	VPSK	0	13537	-1	0	0	0	0	-1	-1	-1
1647	27	3	Turkey	VPSK	0	13537	-1	0	0	0	0	-1	-1	-1
1646	27	3	Austria	VPSK	0	13537	-1	0	0	0	0	-1	-1	-1
1645	27	3	Netherlands	VPSK	0	13537	-1	0	0	0	0	-1	-1	-1
1644	27	3	Romania	VPSK	0	13537	-1	0	0	0	0	-1	-1	-1
1643	27	3	Belgium	VPSK	0	13537	-1	0	0	0	0	-1	-1	-1
1642	27	3	France	VPSK	0	13537	-1	0	0	0	0	-1	-1	-1
1641	27	3	Slovenia	VPSK	0	13537	-1	0	0	0	0	-1	-1	-1
1640	27	3	Portugal	VPSK	0	13537	-1	0	0	0	0	-1	-1	-1
1639	27	3	Denmark	VPSK	0	13537	-1	0	0	0	0	-1	-1	-1
1638	27	3	Germany	VPSK	0	13537	-1	0	0	0	0	-1	-1	-1
1637	27	3	Georgia	VPSK	0	13537	-1	0	0	0	0	-1	-1	-1
1636	27	3	Spain	VPSK	0	13537	-1	0	0	0	0	-1	-1	-1
1634	27	3	Cápsule Vỡ	VPSK	0	13560	-1	1	0	0	0	-1	-1	-1
1633	27	3	Pet Mini Desutoron Gas	VPSK	0	13617	-1	0	0	0	0	-1	-1	-1
1631	27	3	Pet Zịt vàng bối rối	VPSK	0	13571	-1	0	0	0	0	-1	-1	-1
1630	27	3	Pet Capybara xì mũi	VPSK	0	13541	-1	0	0	0	0	-1	-1	-1
1629	27	3	Pet Capybara đeo ba lô	VPSK	0	13542	-1	0	0	0	0	-1	-1	-1
1627	27	3	TT	VPSK	0	13539	-1	0	0	0	0	-1	-1	-1
1622	27	3	Pet Baby Shark	VPSK	0	13487	-1	0	0	0	0	-1	-1	-1
1621	27	3	Pet Baby Shark	VPSK	0	13487	-1	0	0	0	0	-1	-1	-1
1620	27	3	Pet Baby Shark	VPSK	0	13487	-1	0	0	0	0	-1	-1	-1
1613	27	3	Nước đá	VPSK	0	13465	-1	1	0	0	0	-1	-1	-1
1612	27	3	Khúc mía	VPSK	0	13466	-1	1	0	0	0	-1	-1	-1
1611	27	3	Pet Minion Otto	VPSK	0	13451	-1	0	0	0	0	-1	-1	-1
1610	27	3	Que kem	VPSK	0	13444	-1	0	0	0	0	-1	-1	-1
1609	27	3	Kem trái cây	VPSK	0	9605	-1	0	0	0	0	-1	-1	-1
1608	27	3	Hộp quà thiếu nhi	VPSK	0	12762	-1	0	0	0	0	-1	-1	-1
1607	27	3	Hộp quà thiếu nhi	VPSK	0	11201	-1	0	0	0	0	-1	-1	-1
1606	27	3	Hộp quà thiếu nhi	VPSK	0	11202	-1	0	0	0	0	-1	-1	-1
1605	27	3	Hộp quà thiếu nhi	VPSK	0	11006	-1	0	0	0	0	-1	-1	-1
1597	27	3	Pet Albart Cup	VPSK	0	13277	-1	0	0	0	0	-1	-1	-1
1596	27	3	Pet Albart	VPSK	0	13276	-1	0	0	0	0	-1	-1	-1
1594	27	3	Hộp quà Goku Day	VPSK	0	11201	-1	0	0	0	0	-1	-1	-1
1592	27	3	Hộp quà Goku Day VIP	VPSK	0	11202	-1	1	0	0	0	-1	-1	-1
1591	27	3	Hộp quà Goku Day	VPSK	0	11006	-1	1	0	0	0	-1	-1	-1
1576	27	3	Pháo bông VIP	VPSK	0	4548	-1	1	0	0	0	-1	-1	-1
1575	27	3	Pháo bông	VPSK	0	4548	-1	1	0	0	0	-1	-1	-1
1573	27	3	Xe tăng Santa	VPSK	0	12999	-1	0	0	0	0	-1	-1	-1
1570	27	3	Chìa khóa bạc	VPSK	0	12847	-1	0	0	0	0	-1	-1	-1
1569	27	3	Kho báu hải tặc	VPSK	0	12846	-1	0	0	0	0	-1	-1	-1
1568	27	3	Pet Shimo	Tạo khí lạnh gây ảnh hưởng xung quanh. Đóng băng m...	0	12993	-1	0	0	0	0	-1	-1	-1
1565	27	3	Bản đồ truyền thuyết	VPSK	0	12954	-1	0	0	0	0	-1	-1	-1
1564	27	3	Pet Po	Biến mọi người xung quanh thành bánh bao	0	12997	-1	0	0	0	0	-1	-1	-1
1561	27	3	Chìa khóa vàng	Vật phẩm hổ trợ	0	12845	-1	0	0	0	0	-1	-1	-1
1560	27	3	Rương ngọc rồng	Bên trong ẩn chứa nhiều thứ bí ẩn	0	12846	-1	0	0	0	0	-1	-1	-1
1559	27	3	Capsule 1 món kích hoạt	Chứa trang bị kích hoạt bí ẩn	0	7223	-1	1	0	0	0	-1	-1	-1
1558	27	3	Tem chứng nhận Mai An Tiêm	Tem truy xuất nguồn gốc kèm chứng nhận an toàn thự...	0	12935	-1	1	0	0	0	-1	-1	-1
1556	27	3	Bánh chưng Lang Liêu	VPSK	0	11200	-1	1	0	0	0	-1	-1	-1
1551	27	3	Pet Kong	VPSK	0	12853	-1	0	0	0	0	-1	-1	-1
1550	27	3	Pet Godzilla	VPSK	0	12852	-1	0	0	0	0	-1	-1	-1
1549	27	3	Thịt tươi	VPSK	0	7068	-1	1	0	0	0	-1	-1	-1
1548	27	3	Đậu xanh	VPSK	0	7070	-1	1	0	0	0	-1	-1	-1
1547	27	3	Bột gạo	VPSK	0	7069	-1	1	0	0	0	-1	-1	-1
1546	27	3	Cơm nếp	VPSK	0	11195	-1	1	0	0	0	-1	-1	-1
1545	27	3	Muối tiêu	VPSK	0	12851	-1	1	0	0	0	-1	-1	-1
1544	27	3	Chả lụa	VPSK	0	12850	-1	1	0	0	0	-1	-1	-1
1543	27	3	Bánh dầy	VPSK	0	12849	-1	1	0	0	0	-1	-1	-1
1542	27	3	Bánh dầy	VPSK	0	12848	-1	1	0	0	0	-1	-1	-1
1540	27	3	Rađa phóng xạ	VPSK	0	12834	-1	0	0	0	0	-1	-1	-1
1538	27	3	Hộp quà Set kích hoạt 5 sao	VPSK	0	11201	-1	0	0	0	0	-1	-1	-1
1535	27	3	Thỏi vàng	VPSK	0	4028	-1	0	0	0	0	-1	-1	-1
1533	27	3	Chuột mặp	Tìm thấy trong hang kho báu, thưởng thêm tiềm năng...	0	12831	-1	0	0	0	0	-1	-1	-1
1530	27	3	Bông hoa hồng	VPSK	0	5206	-1	0	0	0	0	-1	-1	-1
1529	27	3	Thuốc tăng trưởng	VPSK	0	10481	-1	0	0	0	0	-1	-1	-1
1528	27	3	Chậu đất	VPSK	0	10483	-1	0	0	0	0	-1	-1	-1
1527	27	3	Ống tre nước	VPSK	0	12765	-1	0	0	0	0	-1	-1	-1
1526	27	3	Đất trồng cây	VPSK	0	10478	-1	0	0	0	0	-1	-1	-1
1525	27	3	Túi hạt giống Hoa Hồng	VPSK	0	12764	-1	0	0	0	0	-1	-1	-1
1524	27	3	Tự động luyện tập 3	Tự động luyện tập, ăn đậu, thu hoạch đậu, và sử dụ...	0	4387	-1	0	0	0	0	-1	-1	-1
1523	27	3	Tự động luyện tập 2	Tự động luyện tập, ăn đậu, thu hoạch đậu, và sử dụ...	0	4387	-1	0	0	0	0	-1	-1	-1
1521	27	3	Thiệp mừng 8-3	VPSK	0	11805	-1	0	0	0	0	-1	-1	-1
1516	27	3	Hộp Mù Tình Yêu	VPSK	0	10892	-1	0	0	0	0	-1	-1	-1
1511	27	3	Hộp quà chỉn chu	VPSK	0	12763	-1	1	0	0	0	-1	-1	-1
1510	27	3	Hộp quà nhẹ nhàng	VPSK	0	12762	-1	0	0	0	0	-1	-1	-1
1509	27	3	Nơ trang trí	VPSK	0	12761	-1	0	0	0	0	-1	-1	-1
1508	27	3	Hoa hồng giấy	VPSK	0	10482	-1	1	0	0	0	-1	-1	-1
1507	27	3	Sôcôla Trái Tim	VPSK	0	12760	-1	1	0	0	0	-1	-1	-1
1506	27	3	Hộp đựng quà	VPSK	0	12759	-1	0	0	0	0	-1	-1	-1
1505	27	3	Giấy màu	VPSK	0	9846	-1	0	0	0	0	-1	-1	-1
1501	27	3	Hộp quà Lucky 2024	VPSK	0	6983	-1	0	0	0	0	-1	-1	-1
1497	27	3	Pet rồng con thần tài	Tăng 10% giáp cho chủ nhân trong 5 giây, hồi skill...	0	12558	-1	0	0	0	0	-1	-1	-1
1496	27	3	Thiệp chúc mừng	VPSK	0	12550	-1	0	0	0	0	-1	-1	-1
1495	27	3	Thiệp đỏ VIP	VPSK	0	2988	-1	0	0	0	0	-1	-1	-1
1494	27	3	Thiệp đỏ	VPSK	0	2988	-1	0	0	0	0	-1	-1	-1
1493	27	3	Phong bì Tết 2024	VPSK	0	10895	-1	0	0	0	0	-1	-1	-1
1492	27	3	2024	VPSK	0	12394	-1	0	0	0	0	-1	-1	-1
1491	27	3	Ý	VPSK	0	12393	-1	0	0	0	0	-1	-1	-1
1490	27	3	Như	VPSK	0	12392	-1	0	0	0	0	-1	-1	-1
1489	27	3	Sự	VPSK	0	12391	-1	0	0	0	0	-1	-1	-1
1488	27	3	Vạn	VPSK	0	12390	-1	0	0	0	0	-1	-1	-1
1482	27	3	Pet rồng Pikachu thanh long	VPSK	0	12548	-1	0	0	0	0	-1	-1	-1
1475	27	3	Đèn lồng treo cây	VPSK	0	12336	-1	1	0	0	0	-1	-1	-1
1474	27	3	Dây treo bánh	VPSK	0	12335	-1	1	0	0	0	-1	-1	-1
1473	27	3	Câu đối	VPSK	0	12334	-1	1	0	0	0	-1	-1	-1
1472	27	3	Dây pháo	VPSK	0	12329	-1	1	0	0	0	-1	-1	-1
1464	27	3	Kẹo giáng sinh	VPSK, biến mất khi sự kiện kết thúc	0	4432	-1	0	0	0	0	-1	-1	-1
1463	27	3	Móc treo Noel	VPSK	0	12322	-1	0	0	0	0	-1	-1	-1
1462	27	3	Dây kim tuyến	VPSK	0	12318	-1	0	0	0	0	-1	-1	-1
1461	27	3	Ngôi sao	VPSK	0	12323	-1	0	0	0	0	-1	-1	-1
1460	27	3	Quả châu	VPSK	0	12325	-1	0	0	0	0	-1	-1	-1
1459	27	3	Chuông	VPSK	0	12316	-1	0	0	0	0	-1	-1	-1
1458	27	3	Pet Shiba đeo nơ	VPSK	0	12333	-1	0	0	0	0	-1	-1	-1
1453	27	3	Rương sao pha lê VIP	Vật phẩm hổ trợ	0	12180	-1	0	0	0	0	-1	-1	-1
1452	27	3	Pet Ông già Noel	VPSK	0	12313	-1	0	0	0	0	-1	-1	-1
1451	27	3	Nón Noel	VPSK	0	12314	-1	0	0	0	0	-1	-1	-1
1449	27	3	Người tuyết băng giá	VPSK	0	12179	-1	0	0	0	0	-1	-1	-1
1448	27	3	Người tuyết	VPSK	0	12178	-1	0	0	0	0	-1	-1	-1
1447	27	3	Khăn choàng	VPSK	0	12177	-1	0	0	0	0	-1	-1	-1
1446	27	3	Tay gỗ	VPSK	0	12176	-1	0	0	0	0	-1	-1	-1
1445	27	3	Tảng tuyết	VPSK	0	12174	-1	0	0	0	0	-1	-1	-1
1444	27	3	Mũi cà rốt	VPSK	0	12175	-1	0	0	0	0	-1	-1	-1
1441	27	3	Hematite (khóa)	Nguyên liệu. Gặp bà Hạt Mít để sử dụng	0	11759	-1	0	0	0	0	-1	-1	-1
1440	27	3	Rương sao pha lê	Vật phẩm hổ trợ	0	12180	-1	0	0	0	0	-1	-1	-1
1439	27	3	Đá mài	Vật phẩm hổ trợ. Gặp bà Hạt Mít để sử dụng	0	12140	-1	1	0	0	0	-1	-1	-1
1438	27	3	Dùi đục	Vật phẩm hổ trợ. Gặp bà Hạt Mít để sử dụng	0	12139	-1	1	0	0	0	-1	-1	-1
1435	27	3	Pet chim cánh cụt	Tăng 5% chí mạng cho chủ nhân trong 5 giây, hồi sk...	0	12138	-1	0	0	0	0	-1	-1	-1
1423	27	3	Hematite	Nguyên liệu. Gặp bà Hạt Mít để sử dụng	0	11759	-1	1	0	0	0	-1	-1	-1
1414	27	3	Pet Shiba	VPSK	0	12096	-1	0	0	0	0	-1	-1	-1
1395	27	3	Đóa hoa hồng	VPSK	0	11806	-1	0	0	0	0	-1	-1	-1
1388	27	3	Bó hoa hồng	VPSK	0	11808	-1	0	0	0	0	-1	-1	-1
1387	27	3	Kéo tỉa hoa	VPSK	0	11807	-1	0	0	0	0	-1	-1	-1
1382	27	3	Kéo tỉa hoa đặc biệt	VPSK	0	11807	-1	0	0	0	0	-1	-1	-1
1377	27	3	Thiệp chúc đặc biệt	VPSK	0	11805	-1	0	0	0	0	-1	-1	-1
1376	27	3	Thiệp chúc thường	VPSK	0	11804	-1	0	0	0	0	-1	-1	-1
1375	27	3	Lời chúc	VPSK	0	11803	-1	0	0	0	0	-1	-1	-1
1374	27	3	Keo dán	VPSK	0	11802	-1	0	0	0	0	-1	-1	-1
1373	27	3	Mảnh giấy	VPSK	0	11801	-1	0	0	0	0	-1	-1	-1
1372	27	3	Bao bì thiệp	VPSK	0	11800	-1	0	0	0	0	-1	-1	-1
1370	27	3	Hộp trà hoa cúc	VPSK	0	11799	-1	0	0	0	0	-1	-1	-1
1369	27	3	Hộp trà	VPSK	0	11798	-1	0	0	0	0	-1	-1	-1
1368	27	3	Túi trà khô	VPSK	0	11797	-1	0	0	0	0	-1	-1	-1
1367	27	3	Hoa cúc	VPSK	0	11796	-1	0	0	0	0	-1	-1	-1
1366	27	3	Que tre	VPSK	0	11795	-1	0	0	0	0	-1	-1	-1
1365	27	3	Nia tre	VPSK	0	11794	-1	0	0	0	0	-1	-1	-1
1364	27	3	Lá trà tươi	VPSK	0	11793	-1	0	0	0	0	-1	-1	-1
1357	27	3	Kẹo bí ngô	VPSK	0	11749	-1	0	0	0	0	-1	-1	-1
1356	27	3	Hộp Kẹo Ma Quỷ	VPSK	0	11743	-1	0	0	0	0	-1	-1	-1
1355	27	3	Giỏ đựng kẹo trái bí	VPSK	0	11741	-1	0	0	0	0	-1	-1	-1
1354	27	3	Giấy trang trí Halloween	VPSK	0	11742	-1	0	0	0	0	-1	-1	-1
1353	27	3	Giỏ kẹo kinh dị	VPSK	0	11740	-1	0	0	0	0	-1	-1	-1
1352	27	3	Bó kẹo kinh dị	VPSK	0	11739	-1	0	0	0	0	-1	-1	-1
1351	27	3	Dây buộc	VPSK	0	11738	-1	0	0	0	0	-1	-1	-1
1350	27	3	Kẹo não người	VPSK	0	11737	-1	0	0	0	0	-1	-1	-1
1349	27	3	Giỏ đựng	VPSK	0	11736	-1	0	0	0	0	-1	-1	-1
1348	27	3	Giỏ đựng ngọc bí	VPSK	0	11748	-1	0	0	0	0	-1	-1	-1
1347	27	3	Pet Mèo Phù Thủy	VPSK	0	11729	-1	0	0	0	0	-1	-1	-1
1318	27	3	Pet Mông Quỷ	VPSK	0	11726	-1	0	0	0	0	-1	-1	-1
1317	27	3	Giỏ bánh trung thu độc đáo	VPSK	0	11719	-1	0	0	0	0	-1	-1	-1
1316	27	3	Giỏ bánh trung thu	VPSK	0	11718	-1	0	0	0	0	-1	-1	-1
1315	27	3	Túi giấy	VPSK	0	11716	-1	0	0	0	0	-1	-1	-1
1314	27	3	Hộp giấy	VPSK	0	11717	-1	0	0	0	0	-1	-1	-1
1313	27	3	Bánh trung thu Hạt sen	VPSK	0	11715	-1	0	0	0	0	-1	-1	-1
1312	27	3	Hạt sen	VPSK	0	11714	-1	0	0	0	0	-1	-1	-1
1311	27	3	Lồng đèn treo	Dùng để treo lên dàn lồng đèn	0	11713	-1	0	0	0	0	-1	-1	-1
1310	27	3	Thỏ ngọc	VPSK	0	11712	-1	0	0	0	0	-1	-1	-1
1305	27	3	Ánh trăng tròn	VPSK	0	11673	-1	0	0	0	0	-1	-1	-1
1304	27	3	Kiếm gỗ	VPSK	0	11674	-1	0	0	0	0	-1	-1	-1
1285	27	3	Kìm bấm giấy	Vật phẩm hổ trợ	0	11572	-1	1	0	0	0	-1	-1	-1
1284	27	3	Bùa giám định	Vật phẩm hổ trợ	0	11573	-1	1	0	0	0	-1	-1	-1
1283	27	3	Cuốn sách cũ	Vật phẩm hổ trợ	0	11569	-1	1	0	0	0	-1	-1	-1
1282	27	3	Bìa sách	Vật phẩm hổ trợ	0	11571	-1	1	0	0	0	-1	-1	-1
1281	27	3	Trang sách cũ	Vật phẩm hổ trợ	0	11570	-1	1	0	0	0	-1	-1	-1
1263	27	3	Siêu Lích Tên	VPSK	0	11476	-1	0	0	0	0	-1	-1	-1
1262	27	3	Lích Tên	VPSK	0	11475	-1	0	0	0	0	-1	-1	-1
1261	27	3	Bùa hồi sinh	VPSK	0	11474	-1	0	0	0	0	-1	-1	-1
1260	27	3	Lọ nước hồi sinh	VPSK	0	11473	-1	0	0	0	0	-1	-1	-1
1259	27	3	Bình phép	VPSK	0	11472	-1	0	0	0	0	-1	-1	-1
1258	27	3	Hồn ma	VPSK	0	11471	-1	0	0	0	0	-1	-1	-1
1256	27	3	Pet heo bướm	VPSK	0	11462	-1	0	0	0	0	-1	-1	-1
1251	27	3	Vợt Bắt Bọ	VPSK	0	11258	-1	0	0	0	0	-1	-1	-1
1250	27	3	Hũ Mật Ong	VPSK	0	11257	-1	0	0	0	0	-1	-1	-1
1249	27	3	Ngài Đêm	VPSK	0	11256	-1	0	0	0	0	-1	-1	-1
1248	27	3	Bọ Cánh Cứng	VPSK	0	11255	-1	0	0	0	0	-1	-1	-1
1247	27	3	Bọ Kẹp Kìm	VPSK	0	11254	-1	0	0	0	0	-1	-1	-1
1246	27	3	Bọ Hung Tê Giác	VPSK	0	11253	-1	0	0	0	0	-1	-1	-1
1245	27	3	Bọ Kiến Vương Hai Sừng	VPSK	0	11252	-1	0	0	0	0	-1	-1	-1
1244	27	3	Pet ngài đêm	VPSK	0	11372	-1	0	0	0	0	-1	-1	-1
1243	27	3	Pet bọ cánh cứng	VPSK	0	11371	-1	0	0	0	0	-1	-1	-1
1242	27	3	Bồn tắm vàng	VPSK	0	11251	-1	0	0	0	0	-1	-1	-1
1241	27	3	Bồn tắm gỗ	VPSK	0	11250	-1	0	0	0	0	-1	-1	-1
1240	27	3	Que đốt	VPSK	0	11249	-1	0	0	0	0	-1	-1	-1
1239	27	3	Gỗ Lớn	VPSK	0	11248	-1	0	0	0	0	-1	-1	-1
1238	27	3	Nước Suối Tinh Khiết	VPSK	0	11247	-1	0	0	0	0	-1	-1	-1
1237	27	3	Cành khô	VPSK	0	11246	-1	0	0	0	0	-1	-1	-1
1229	27	3	Bí kíp tuyệt kỹ	Gặp Whis tại hành tinh Bill	0	11238	-1	1	0	0	0	-1	-1	-1
1228	27	3	Hộp quà cao cấp	VPSK	0	11202	-1	0	0	0	0	-1	-1	-1
1227	27	3	Hộp quà thường	VPSK	0	11201	-1	0	0	0	0	-1	-1	-1
1226	27	3	Pet Ngựa Chín Hồng mao	Tăng 15% giáp cho chủ nhân trong 10 giây, hồi skil...	0	11234	-1	0	0	0	0	-1	-1	-1
1225	27	3	Pet Gà Chín Cựa	Tăng 15% giáp cho chủ nhân trong 10 giây, hồi skil...	0	11233	-1	0	0	0	0	-1	-1	-1
1224	27	3	Pet Voi Chín Ngà	Tăng 15% giáp cho chủ nhân trong 10 giây, hồi skil...	0	11232	-1	0	0	0	0	-1	-1	-1
1222	27	3	Hồng mao	VPSK	0	11205	-1	1	0	0	0	-1	-1	-1
1221	27	3	Cựa gà	VPSK	0	11204	-1	1	0	0	0	-1	-1	-1
1220	27	3	Ngà voi	VPSK	0	11203	-1	1	0	0	0	-1	-1	-1
1219	27	3	Tệp bánh chưng	VPSK	0	11200	-1	0	0	0	0	-1	-1	-1
1218	27	3	Sợi Cói	VPSK	0	11199	-1	0	0	0	0	-1	-1	-1
1217	27	3	Lá dong	VPSK	0	11198	-1	0	0	0	0	-1	-1	-1
1216	27	3	Tệp cơm nếp	VPSK	0	11197	-1	0	0	0	0	-1	-1	-1
1215	27	3	Ván cơm nếp	VPSK	0	11196	-1	0	0	0	0	-1	-1	-1
1214	27	3	Cơm nếp	VPSK	0	11195	-1	0	0	0	0	-1	-1	-1
1207	27	3	Pet Minion	Tăng 3% chí mạng cho chủ nhân trong 5 giây, hồi sk...	0	9709	-1	0	0	0	0	-1	-1	-1
1203	27	3	Pet mèo trắng đuôi vàng	Tăng 3% chí mạng cho chủ nhân trong 5 giây, hồi sk...	0	11040	-1	0	0	0	0	-1	-1	-1
1202	27	3	Pet mèo trắng đuôi vàng	Tăng 3% chí mạng cho chủ nhân trong 5 giây, hồi sk...	0	11040	-1	0	0	0	0	-1	-1	-1
1194	27	3	Phiếu bé ngoan	VPSK	0	11007	-1	0	0	0	0	-1	-1	-1
1193	27	3	Thiệp chúc tết	VPSK	0	10895	-1	0	0	0	0	-1	-1	-1
1192	27	3	Thiệp chúc tết	VPSK	0	10894	-1	0	0	0	0	-1	-1	-1
1191	27	3	Thiệp chúc tết	VPSK	0	10893	-1	0	0	0	0	-1	-1	-1
1188	27	3	Pet mèo đen đuôi vàng	Tăng 5% chí mạng cho chủ nhân trong 5 giây, hồi sk...	0	10877	-1	0	0	0	0	-1	-1	-1
1187	27	3	Hộp quà Tết 2024	VPSK	0	12398	-1	0	0	0	0	-1	-1	-1
1184	27	3	Gói quà đặc biệt	VPSK	0	12397	-1	0	0	0	0	-1	-1	-1
1183	27	3	Bao lì xì rồng	VPSK	0	12401	-1	0	0	0	0	-1	-1	-1
1182	27	3	Mâm ngũ quả	VPSK	0	10889	-1	0	0	0	0	-1	-1	-1
1181	27	3	Trái sung	VPSK	0	10888	-1	0	0	0	0	-1	-1	-1
1180	27	3	Quả xoài	VPSK	0	10887	-1	0	0	0	0	-1	-1	-1
